,Survived,SibSp,Parch,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Age_scaled,Fare_scaled
588,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5613632320695808,-0.4863374216869257
589,0,0,0,1,0,0,0,1,0,1,0,0,1,0.07771604418347255,-0.4863374216869257
590,0,0,0,1,0,0,0,1,0,1,0,0,1,0.3929546327033186,-0.5049620073345151
591,1,1,0,0,1,1,0,0,1,0,1,0,0,1.6409087635601871,0.9274538680872313
592,0,0,0,1,0,0,0,1,0,1,0,0,1,1.2738634309552257,-0.5024451714361923
593,0,0,2,1,0,0,1,0,1,0,0,0,1,-0.1599702168551615,-0.49237782784290063
594,0,1,0,1,0,0,0,1,0,1,0,1,0,0.5397727657453031,-0.12491978668775715
595,0,1,1,1,0,0,0,1,0,1,0,0,1,0.46636369922431087,-0.1621689579829361
596,1,0,0,1,0,0,0,1,1,0,0,1,0,-0.385091169142971,0.016023023618325298
597,0,0,0,1,0,0,0,1,0,1,0,0,1,1.4206815639972101,-0.6484216535389205
598,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.00945881067615335,-0.5029485386158568
599,1,1,0,0,1,1,0,0,0,1,1,0,0,1.4206815639972101,0.49782998024351216
600,1,2,1,1,0,0,0,1,1,0,0,1,0,-0.4145450990275963,-0.10478509950117394
601,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12478437924093588,-0.4894421904510968
602,0,0,0,1,0,0,0,1,0,1,1,0,0,0.577663467172334,0.2052890831722074
603,0,0,0,1,0,0,0,1,0,1,0,0,1,1.053636231392249,-0.4863374216869257
604,1,0,0,1,0,1,0,0,0,1,1,0,0,0.3929546327033186,-0.11384570873513637
605,0,1,0,1,0,0,0,1,0,1,0,0,1,0.46636369922431087,-0.3353272677875516
606,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0259093000983573,-0.4894421904510968
607,1,0,0,1,0,0,0,1,0,1,1,0,0,-0.19431789946461947,-0.034313694348132716
608,1,1,2,1,0,1,0,0,1,0,0,1,0,-0.5613632320695808,0.18876253192945994
609,1,0,0,0,1,0,0,1,1,0,1,0,0,0.7599999653082798,2.441497778832105
610,0,1,5,1,0,0,0,1,1,0,0,0,1,0.6865908987872876,-0.01870931177853076
611,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.13054472822425797,-0.5064721088735089
612,1,1,0,1,0,0,1,0,1,0,0,0,1,0.25555625468156506,-0.3363340021468808
613,0,0,0,1,0,0,1,0,0,1,0,0,1,0.4146708183488622,-0.49237782784290063
614,0,0,0,1,0,0,0,1,0,1,0,0,1,0.3929546327033186,-0.4863374216869257
615,1,1,2,1,0,0,0,1,1,0,0,1,0,-0.4145450990275963,0.6603330135889879
616,0,1,1,1,0,0,0,1,0,1,0,0,1,0.3195455661823263,-0.35848215805212236
617,0,1,0,1,0,0,0,1,1,0,0,0,1,-0.26772696598561174,-0.32425318983493084
618,1,2,1,0,1,0,0,1,1,0,0,1,0,-1.8827264294474415,0.13683114673782454
619,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.26772696598561174,-0.43700743807979686
620,0,1,0,1,0,1,0,0,0,1,0,0,1,-0.19431789946461947,-0.3573908580066095
621,1,1,0,0,1,0,0,1,0,1,1,0,0,0.9068180983502644,0.40974072380221066
622,1,1,1,1,0,1,0,0,0,1,0,0,1,-0.7081813651115653,-0.33146744825388363
623,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.634772298590573,-0.4902797934380587
624,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.634772298590573,-0.32425318983493084
625,0,0,0,0,1,0,0,1,0,1,1,0,0,2.3015903622491174,0.002347544081197954
626,0,0,0,1,0,0,1,0,0,1,0,1,0,2.0079540961651485,-0.3997582667846179
627,1,0,0,0,1,0,0,1,1,0,1,0,0,-0.634772298590573,0.921244330558889
628,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.26772696598561174,-0.4894421904510968
629,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.7158466571268016,-0.49271407711891657
630,1,0,0,0,1,0,0,1,0,1,1,0,0,3.6963626261479705,-0.04438103794142432
631,0,0,0,1,0,0,0,1,0,1,0,0,1,1.5674996970391948,-0.5063875431873253
632,1,0,0,0,1,1,0,0,0,1,1,0,0,0.1727274331403418,-0.034313694348132716
633,0,0,0,1,0,0,0,1,0,1,1,0,0,0.6744618738542993,-0.6484216535389205
634,0,3,2,1,0,0,0,1,1,0,0,0,1,-1.51568109684248,-0.08666388103324908
635,1,0,0,1,0,0,0,1,1,0,0,1,0,-0.12090883294362723,-0.3866707201133388
636,0,0,0,1,0,0,0,1,0,1,0,0,1,0.1727274331403418,-0.4888542575852486
637,0,1,1,1,0,0,0,1,0,1,0,1,0,0.09931836661934956,-0.11988611489111134
638,0,0,5,1,0,0,0,1,1,0,0,0,1,0.8334090318292722,0.1506737441786005
639,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.21713575057237397,-0.32425318983493084
640,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7081813651115653,-0.4902797934380587
641,1,0,0,0,1,1,0,0,1,0,1,0,0,-0.4145450990275963,0.7469121684912956
642,0,3,2,1,0,0,0,1,1,0,0,0,1,-2.029544562489426,-0.08666388103324908
643,1,0,0,1,0,0,0,1,0,1,0,0,1,-0.005737488835285501,0.48910360681684706
644,1,2,1,1,0,1,0,0,1,0,0,0,1,-2.1213058956406665,-0.26066180729354516
645,1,1,0,0,1,1,0,0,0,1,1,0,0,1.347272497476218,0.8964967865378598
646,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7815904316325576,-0.4894421904510968
647,1,0,0,0,1,1,0,0,0,1,1,0,0,1.934545029644156,0.06635974158478332
648,0,0,0,1,0,0,0,1,0,1,0,0,1,0.10727477333752916,-0.49640476528021726
649,1,0,0,1,0,0,0,1,1,0,0,0,1,-0.4879541655485885,-0.49640476528021726
650,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12478437924093588,-0.4894421904510968
651,1,0,1,1,0,0,0,1,1,0,0,1,0,-0.8549994981535498,-0.18532384824750675
652,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.634772298590573,-0.47861979608830835
653,1,0,0,1,0,0,1,0,1,0,0,0,1,-0.23972691995680445,-0.49078316061772326
654,0,0,0,1,0,0,1,0,1,0,0,0,1,-0.8549994981535498,-0.5125125150294839
655,0,2,0,1,0,0,0,1,0,1,0,1,0,-0.4145450990275963,0.8314778546749452
656,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12478437924093588,-0.4894421904510968
657,0,1,1,1,0,0,1,0,1,0,0,0,1,0.1727274331403418,-0.3363340021468808
658,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.4879541655485885,-0.3866707201133388
659,0,0,2,0,1,1,0,0,0,1,1,0,0,2.0813631626861406,1.6323350375212924
660,1,2,0,1,0,0,0,1,0,1,1,0,0,1.4940906305182025,2.042579288947925
661,0,0,0,1,0,1,0,0,0,1,0,0,1,0.7599999653082798,-0.5029485386158568
662,0,0,0,0,1,0,0,1,0,1,1,0,0,1.2738634309552257,-0.13322534515222276
663,0,0,0,1,0,0,0,1,0,1,0,0,1,0.46636369922431087,-0.4974960653257301
664,1,1,0,1,0,0,0,1,0,1,0,0,1,-0.7081813651115653,-0.4888542575852486
665,0,2,0,1,0,0,0,1,0,1,0,1,0,0.1727274331403418,0.8314778546749452
666,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.341136032506604,-0.3866707201133388
667,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.15647888319444955,-0.4918744606632361
668,0,0,0,1,0,0,0,1,0,1,0,0,1,0.9802271648712567,-0.4863374216869257
669,1,1,0,0,1,0,0,1,1,0,1,0,0,0.6930639736241947,0.39858208016340624
670,1,1,1,1,0,0,0,1,1,0,0,1,0,0.7599999653082798,0.13683114673782454
671,0,1,0,0,1,0,0,1,0,1,1,0,0,0.09931836661934956,0.39858208016340624
672,0,0,0,1,0,0,0,1,0,1,0,1,0,2.962271960938048,-0.43700743807979686
673,1,0,0,1,0,0,0,1,0,1,0,1,0,0.09931836661934956,-0.3866707201133388
674,0,0,0,1,0,0,0,1,0,1,0,1,0,0.3967585120408176,-0.6484216535389205
675,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.8549994981535498,-0.4918744606632361
676,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.3778405657671001,-0.4863374216869257
677,1,0,0,1,0,0,0,1,1,0,0,0,1,-0.8549994981535498,-0.45026210265472455
678,0,1,6,1,0,0,0,1,1,0,0,0,1,0.9802271648712567,0.2958951755118318
679,1,0,1,0,1,1,0,0,0,1,1,0,0,0.46636369922431087,9.667166525013505
680,0,0,0,1,0,0,1,0,1,0,0,0,1,-0.45297970856447745,-0.48457563655809965
681,1,0,0,0,1,1,0,0,0,1,1,0,0,-0.19431789946461947,0.8964967865378598
682,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7081813651115653,-0.4626791642426904
683,0,5,2,1,0,0,0,1,0,1,0,0,1,-1.148635764237519,0.2958951755118318
684,0,1,1,1,0,0,0,1,0,1,0,1,0,2.2281812957281253,0.13683114673782454
685,0,1,2,1,0,1,0,0,0,1,0,1,0,-0.341136032506604,0.18876253192945994
686,0,4,1,1,0,0,0,1,0,1,0,0,1,-1.148635764237519,0.1506737441786005
687,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7815904316325576,-0.44363577710162005
688,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.8549994981535498,-0.49145565916975514
689,1,0,1,0,1,0,0,1,1,0,1,0,0,-1.0752266977165266,3.6067927997556075
690,1,1,0,0,1,0,0,1,0,1,1,0,0,0.09931836661934956,0.49925551609632224
691,1,0,1,1,0,1,0,0,1,0,0,0,1,-1.8827264294474415,-0.37828059596268965
692,1,0,0,1,0,0,0,1,0,1,0,0,1,-0.005737488835285501,0.48910360681684706
693,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.341136032506604,-0.5029485386158568
694,0,0,0,1,0,0,0,1,0,1,1,0,0,2.2281812957281253,-0.11384570873513637
695,0,0,0,1,0,0,0,1,0,1,0,1,0,1.6409087635601871,-0.3766033765200472
696,0,0,0,1,0,0,0,1,0,1,0,0,1,1.053636231392249,-0.4863374216869257
697,1,0,0,1,0,0,1,0,1,0,0,0,1,-0.7158466571268016,-0.49271407711891657
698,0,1,1,0,1,1,0,0,0,1,1,0,0,1.4206815639972101,1.5841789061771412
699,0,0,0,0,1,0,0,1,0,1,0,0,1,0.9068180983502644,-0.494391296561559
700,1,1,0,0,1,1,0,0,1,0,1,0,0,-0.8549994981535498,3.9327230485884233
701,1,0,0,0,1,0,0,1,0,1,1,0,0,0.3929546327033186,-0.11913106412161445
702,0,0,1,1,0,1,0,0,1,0,0,0,1,-0.8549994981535498,-0.3573908580066095
703,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.341136032506604,-0.4925449457465493
704,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.26772696598561174,-0.4902797934380587
705,0,0,0,1,0,0,0,1,0,1,0,1,0,0.6865908987872876,-0.12491978668775715
706,1,0,0,1,0,0,0,1,1,0,0,1,0,1.1270452979132413,-0.3766033765200472
707,1,0,0,0,1,0,0,1,0,1,1,0,0,0.9068180983502644,-0.11913106412161445
708,1,0,0,1,0,0,0,1,1,0,1,0,0,-0.5613632320695808,2.4029901895877646
709,1,1,1,1,0,1,0,0,0,1,0,0,1,-0.92178344885607,-0.3414522396297103
710,1,0,0,0,1,1,0,0,1,0,1,0,0,-0.4145450990275963,0.3483299278831318
711,0,0,0,0,1,0,0,1,0,1,1,0,0,1.4867063612426858,-0.11384570873513637
712,1,1,0,0,1,0,0,1,0,1,1,0,0,1.347272497476218,0.39858208016340624
713,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.04749976642263496,-0.457478374542396
714,0,0,0,1,0,0,0,1,0,1,0,1,0,1.6409087635601871,-0.3866707201133388
715,0,0,0,0,1,0,0,1,0,1,0,0,1,-0.7815904316325576,-0.494391296561559
716,1,0,0,0,1,1,0,0,1,0,1,0,0,0.6131818322662954,3.9327230485884233
717,1,0,0,0,1,0,0,1,1,0,0,1,0,-0.19431789946461947,-0.43700743807979686
718,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.171643754152047,-0.3363340021468808
719,0,0,0,1,0,0,0,1,0,1,0,0,1,0.24613649966133408,-0.4918744606632361
720,1,0,1,1,0,0,0,1,1,0,0,1,0,-1.7359082964054569,0.016023023618325298
721,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.928408564674542,-0.5063875431873253
722,0,0,0,1,0,0,0,1,0,1,0,1,0,0.3195455661823263,-0.3866707201133388
723,0,0,0,1,0,0,0,1,0,1,0,1,0,1.4940906305182025,-0.3866707201133388
724,1,1,0,0,1,0,0,1,0,1,1,0,0,-0.19431789946461947,0.4207302360686478
725,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7081813651115653,-0.47400492578514347
726,1,3,0,1,0,0,0,1,1,0,0,1,0,0.0259093000983573,-0.22559322262067316
727,1,0,0,1,0,0,1,0,1,0,0,0,1,-0.7158466571268016,-0.4926295114327329
728,0,1,0,1,0,0,0,1,0,1,0,1,0,-0.341136032506604,-0.12491978668775715
729,0,1,0,1,0,0,0,1,1,0,0,0,1,-0.341136032506604,-0.4888542575852486
730,1,0,0,0,1,0,0,1,1,0,1,0,0,-0.04749976642263496,3.6067927997556075
731,0,0,0,1,0,1,0,0,0,1,0,0,1,-1.3688629638004957,-0.2701412180209885
732,0,0,0,1,0,0,0,1,0,1,0,1,0,0.3967585120408176,-0.6484216535389205
733,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.4879541655485885,-0.3866707201133388
734,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.4879541655485885,-0.3866707201133388
735,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.08420429968313109,-0.32425318983493084
736,0,1,3,1,0,0,0,1,1,0,0,0,1,1.347272497476218,0.04370821849987721
737,1,0,0,0,1,1,0,0,0,1,1,0,0,0.3929546327033186,9.667166525013505
738,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12478437924093588,-0.4894421904510968
739,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12478437924093588,-0.4894421904510968
740,1,0,0,0,1,0,0,1,0,1,1,0,0,0.6445004707962685,-0.04438103794142432
741,0,1,0,0,1,0,0,1,0,1,1,0,0,0.46636369922431087,0.9391984311231651
742,1,2,2,0,1,1,0,0,1,0,1,0,0,-0.634772298590573,4.634416897040849
743,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.4145450990275963,-0.32425318983493084
744,1,0,0,1,0,0,0,1,0,1,0,0,1,0.09931836661934956,-0.4888542575852486
745,0,1,1,0,1,0,0,1,0,1,1,0,0,2.962271960938048,0.7811411367084872
746,0,1,1,1,0,0,0,1,0,1,0,0,1,-1.0018176311955342,-0.24069423801061057
747,1,0,0,1,0,0,0,1,1,0,0,1,0,0.0259093000983573,-0.3866707201133388
748,0,1,0,0,1,0,0,1,0,1,1,0,0,-0.7815904316325576,0.4207302360686478
749,0,0,0,1,0,0,1,0,0,1,0,0,1,0.09931836661934956,-0.49237782784290063
750,1,1,1,1,0,0,0,1,1,0,0,1,0,-1.8827264294474415,-0.18532384824750675
751,1,0,1,0,1,0,0,1,0,1,0,0,1,-1.7359082964054569,-0.397241430886295
752,0,0,0,1,0,0,0,1,0,1,0,0,1,0.24613649966133408,-0.45714212526638004
753,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.4879541655485885,-0.4894421904510968
754,1,1,2,1,0,0,0,1,1,0,0,1,0,1.347272497476218,0.6603330135889879
755,1,1,1,1,0,0,0,1,0,1,0,1,0,-2.127178620962346,-0.35646868933346404
756,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12090883294362723,-0.49145565916975514
757,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.8549994981535498,-0.41687275089321363
758,0,0,0,1,0,0,0,1,0,1,0,0,1,0.3195455661823263,-0.4863374216869257
759,1,0,0,0,1,0,0,1,1,0,1,0,0,0.24613649966133408,1.093228788100527
760,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.38980866873096914,-0.35646868933346404
761,0,0,0,1,0,0,0,1,0,1,0,0,1,0.8334090318292722,-0.5049620073345151
762,1,0,0,1,0,1,0,0,0,1,0,0,1,-0.7081813651115653,-0.5028639729296732
763,1,1,2,0,1,0,0,1,1,0,1,0,0,0.46636369922431087,1.7677408088510642
764,0,0,0,1,0,0,0,1,0,1,0,0,1,-1.0018176311955342,-0.4918744606632361
765,1,1,0,0,1,0,0,1,1,0,1,0,0,1.5674996970391948,0.921244330558889
766,0,0,0,1,0,1,0,0,0,1,1,0,0,0.6985494105070505,0.1489119590497745
767,0,0,0,1,0,0,1,0,1,0,0,0,1,0.06261383335885343,-0.49237782784290063
768,0,1,0,1,0,0,1,0,0,1,0,0,1,0.2860090067404486,-0.1621689579829361
769,0,0,0,1,0,0,0,1,0,1,0,0,1,0.1727274331403418,-0.4800453319411184
770,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.4145450990275963,-0.45714212526638004
771,0,0,0,1,0,0,0,1,0,1,0,0,1,1.347272497476218,-0.4902797934380587
772,0,0,0,0,1,0,0,1,1,0,0,1,0,2.0079540961651485,-0.43700743807979686
773,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.00945881067615335,-0.5029485386158568
774,1,1,3,1,0,0,0,1,1,0,0,1,0,1.7877268966021715,-0.18532384824750675
775,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.8549994981535498,-0.49237782784290063
776,0,0,0,0,1,0,1,0,0,1,0,0,1,0.4146708183488622,-0.49237782784290063
777,1,0,0,1,0,0,0,1,1,0,0,0,1,-1.8093173629264492,-0.397241430886295
778,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.7158466571268016,-0.4926295114327329
779,1,0,1,0,1,0,0,1,1,0,1,0,0,0.9802271648712567,3.6067927997556075
780,1,0,0,1,0,1,0,0,1,0,0,0,1,-1.2220448307585112,-0.5028639729296732
781,1,1,0,0,1,0,0,1,1,0,1,0,0,-0.928408564674542,0.49925551609632224
782,0,0,0,0,1,0,0,1,0,1,1,0,0,-0.04749976642263496,-0.04438103794142432
783,0,1,2,1,0,0,0,1,0,1,0,0,1,-0.9924249265688819,-0.17626323901354432
784,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.341136032506604,-0.5064721088735089
785,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.341136032506604,-0.5024451714361923
786,1,0,0,1,0,0,0,1,1,0,0,0,1,-0.8549994981535498,-0.4974960653257301
787,0,4,1,1,0,0,1,0,0,1,0,0,1,-1.5890901633634724,-0.06199888922968463
788,1,1,2,1,0,0,0,1,0,1,0,0,1,-2.1029536290104183,-0.23415046467497105
789,0,0,0,0,1,1,0,0,0,1,1,0,0,1.2004543644342334,0.9462455716384695
790,0,0,0,1,0,0,1,0,0,1,0,0,1,0.4146708183488622,-0.49237782784290063
791,0,0,0,1,0,0,0,1,0,1,0,1,0,-1.0018176311955342,-0.12491978668775715
792,0,8,2,1,0,0,0,1,1,0,0,0,1,-1.378415909036027,0.7519458402879414
793,0,0,0,1,0,1,0,0,0,1,1,0,0,1.5222271710853588,-0.030371322596999754
794,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.341136032506604,-0.4894421904510968
795,0,0,0,1,0,0,0,1,0,1,0,1,0,0.6865908987872876,-0.3866707201133388
796,1,0,0,0,1,0,0,1,1,0,1,0,0,1.4206815639972101,-0.1263453225405672
797,1,0,0,1,0,0,0,1,1,0,0,0,1,0.09931836661934956,-0.4735861242916626
798,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0259093000983573,-0.5028639729296732
799,0,1,1,1,0,0,0,1,1,0,0,0,1,0.0259093000983573,-0.1621689579829361
800,0,0,0,1,0,0,0,1,0,1,0,1,0,0.3195455661823263,-0.3866707201133388
801,1,1,1,1,0,0,0,1,1,0,0,1,0,0.09931836661934956,-0.11988611489111134
802,1,1,2,0,1,0,0,1,0,1,1,0,0,-1.3688629638004957,1.7677408088510642
803,1,0,1,1,0,1,0,0,0,1,0,0,1,-2.1455308875925936,-0.47694056317694733
804,1,0,0,1,0,0,0,1,0,1,0,0,1,-0.19431789946461947,-0.5079822104125026
805,0,0,0,1,0,0,0,1,0,1,0,0,1,0.09931836661934956,-0.4918744606632361
806,0,0,0,0,1,0,0,1,0,1,1,0,0,0.6865908987872876,-0.6484216535389205
807,0,0,0,1,0,0,0,1,1,0,0,0,1,-0.8549994981535498,-0.4918744606632361
808,0,0,0,1,0,0,0,1,0,1,0,1,0,0.6865908987872876,-0.3866707201133388
809,1,1,0,0,1,0,0,1,1,0,1,0,0,0.24613649966133408,0.4207302360686478
810,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.26772696598561174,-0.4896093083547455
811,0,0,0,1,0,0,0,1,0,1,0,0,1,0.6865908987872876,-0.1621689579829361
812,0,0,0,1,0,0,0,1,0,1,0,1,0,0.3929546327033186,-0.43700743807979686
813,0,4,2,1,0,0,0,1,1,0,0,0,1,-1.7359082964054569,-0.01870931177853076
814,0,0,0,1,0,0,0,1,0,1,0,0,1,0.06261383335885343,-0.4863374216869257
815,0,0,0,0,1,0,0,1,0,1,1,0,0,0.6744618738542993,-0.6484216535389205
816,0,0,0,1,0,0,0,1,1,0,0,0,1,-0.4879541655485885,-0.4888542575852486
817,0,1,1,1,0,1,0,0,0,1,0,1,0,0.09931836661934956,0.09664633805084172
818,0,0,0,1,0,0,0,1,0,1,0,0,1,0.9802271648712567,-0.5185529211854588
819,0,3,2,1,0,0,0,1,0,1,0,0,1,-1.442272030321488,-0.08666388103324908
820,1,1,1,0,1,0,0,1,1,0,1,0,0,1.6409087635601871,1.2341715984066093
821,1,0,0,1,0,0,0,1,0,1,0,0,1,-0.19431789946461947,-0.47400492578514347
822,0,0,0,1,0,0,0,1,0,1,1,0,0,0.6131818322662954,-0.6484216535389205
823,1,0,1,0,1,0,0,1,1,0,0,0,1,-0.19431789946461947,-0.397241430886295
824,0,4,1,1,0,0,0,1,0,1,0,0,1,-2.029544562489426,0.1506737441786005
825,0,0,0,1,0,0,1,0,0,1,0,0,1,0.4003714836992648,-0.5084855775921673
826,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.005737488835285501,0.48910360681684706
827,1,0,2,1,0,1,0,0,0,1,0,1,0,-2.1029536290104183,0.09664633805084172
828,1,0,0,1,0,0,1,0,0,1,0,0,1,0.4146708183488622,-0.49237782784290063
829,1,0,0,0,1,0,0,0,1,0,1,0,0,2.37499942877011,0.962353321387736
830,1,1,0,1,0,1,0,0,1,0,0,0,1,-1.0752266977165266,-0.3573908580066095
831,1,1,1,1,0,0,0,1,0,1,0,1,0,-2.1154331703189873,-0.2708962687904854
832,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.4970343633524355,-0.5028639729296732
833,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.4879541655485885,-0.4902797934380587
834,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.8549994981535498,-0.48130374989027985
835,1,1,1,0,1,1,0,0,1,0,1,0,0,0.6865908987872876,1.0259447039291216
836,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.634772298590573,-0.47400492578514347
837,0,0,0,1,0,0,0,1,0,1,0,0,1,0.07771604418347255,-0.4863374216869257
838,1,0,0,1,0,0,0,1,0,1,0,0,1,0.1727274331403418,0.48910360681684706
839,1,0,0,0,1,1,0,0,0,1,1,0,0,1.5609626289343241,-0.05042144409739929
840,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7081813651115653,-0.4888542575852486
841,0,0,0,1,0,0,0,1,0,1,0,1,0,-1.0018176311955342,-0.43700743807979686
842,1,0,0,1,0,1,0,0,1,0,1,0,0,0.0259093000983573,-0.024246350754841113
843,0,0,0,1,0,1,0,0,0,1,0,0,1,0.3562500994428225,-0.5188046047752911
844,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.928408564674542,-0.47400492578514347
845,0,0,0,1,0,0,0,1,0,1,0,0,1,0.9068180983502644,-0.49640476528021726
846,0,8,2,1,0,0,0,1,0,1,0,0,1,-1.378415909036027,0.7519458402879414
847,0,0,0,1,0,1,0,0,0,1,0,0,1,0.3929546327033186,-0.4894421904510968
848,0,0,1,1,0,0,0,1,0,1,0,1,0,-0.12090883294362723,0.016023023618325298
849,1,1,0,0,1,1,0,0,1,0,1,0,0,1.0510496250636239,1.145663540471827
850,0,4,2,1,0,0,0,1,0,1,0,0,1,-1.8827264294474415,-0.01870931177853076
851,0,0,0,1,0,0,0,1,0,1,0,0,1,3.255908227022017,-0.4918744606632361
852,0,1,1,1,0,1,0,0,1,0,0,0,1,-1.51568109684248,-0.3414522396297103
853,1,0,1,0,1,0,0,1,1,0,1,0,0,-1.0018176311955342,0.14488502161245778
854,0,1,0,1,0,0,0,1,1,0,0,1,0,1.053636231392249,-0.12491978668775715
855,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.8549994981535498,-0.4601623283443675
856,1,1,1,1,0,0,0,1,1,0,1,0,0,1.1270452979132413,2.671117778445337
857,1,0,0,0,1,0,0,1,0,1,1,0,0,1.5674996970391948,-0.11384570873513637
858,1,0,3,1,0,1,0,0,1,0,0,0,1,-0.4145450990275963,-0.26066180729354516
859,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.4970343633524355,-0.5028639729296732
860,0,2,0,1,0,0,0,1,0,1,0,0,1,0.8334090318292722,-0.36435544630444866
861,0,1,0,1,0,0,0,1,0,1,0,1,0,-0.634772298590573,-0.41687275089321363
862,1,0,0,0,1,0,0,1,1,0,1,0,0,1.347272497476218,-0.1263453225405672
863,0,8,2,1,0,0,0,1,1,0,0,0,1,-1.378415909036027,0.7519458402879414
864,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.4145450990275963,-0.3866707201133388
865,1,0,0,1,0,0,0,1,1,0,0,1,0,0.9068180983502644,-0.3866707201133388
866,1,1,0,1,0,1,0,0,1,0,0,1,0,-0.19431789946461947,-0.3693891181010945
867,0,0,0,0,1,0,0,1,0,1,1,0,0,0.09931836661934956,0.3682954836973478
868,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.2693501024019035,-0.45714212526638004
869,1,1,1,1,0,0,0,1,0,1,0,0,1,-1.8827264294474415,-0.4242561406845337
870,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.26772696598561174,-0.4894421904510968
871,1,1,1,0,1,0,0,1,1,0,1,0,0,1.2738634309552257,0.40974072380221066
872,0,0,0,0,1,0,0,1,0,1,1,0,0,0.24613649966133408,-0.5477482176060045
873,0,0,0,1,0,0,0,1,0,1,0,0,1,1.2738634309552257,-0.46720946885967163
874,1,1,0,1,0,1,0,0,1,0,0,1,0,-0.12090883294362723,-0.16518916106092355
875,1,0,0,1,0,1,0,0,1,0,0,0,1,-1.0752266977165266,-0.5029485386158568
876,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7081813651115653,-0.45017955043725955
877,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7815904316325576,-0.4894421904510968
878,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12478437924093588,-0.4894421904510968
879,1,0,1,0,1,1,0,0,1,0,1,0,0,1.934545029644156,1.0259447039291216
880,1,0,1,1,0,0,0,1,1,0,0,1,0,-0.341136032506604,-0.12491978668775715
881,0,0,0,1,0,0,0,1,0,1,0,0,1,0.24613649966133408,-0.4894421904510968
882,0,0,0,1,0,0,0,1,1,0,0,0,1,-0.5613632320695808,-0.4366711888037809
